order_id,amount,profit,quantity,category,sub_category
B-26314,139,14,3,Clothing,Kurti
B-26314,31,11,3,Clothing,Skirt
B-26314,122,38,6,Clothing,T-shirt
B-26315,122,50,7,Clothing,Stole
B-26316,133,-56,2,Furniture,Chairs
B-26317,34,12,2,Clothing,Stole
B-26317,97,-62,2,Clothing,Trousers
B-26317,28,6,4,Clothing,Skirt
B-26317,685,7,7,Clothing,Trousers
B-26317,33,-12,7,Clothing,Saree
B-26317,40,-12,3,Clothing,Shirt
B-26318,424,-17,9,Furniture,Chairs
B-26318,15,-7,1,Clothing,Hankerchief
B-26318,210,62,2,Electronics,Phones
B-26318,412,-412,6,Clothing,Saree
B-26318,424,-17,9,Furniture,Chairs
B-26319,27,4,3,Clothing,Skirt
B-26319,190,19,9,Furniture,Furnishings
B-26319,275,-275,4,Clothing,Saree
B-26319,29,-24,4,Clothing,Leggings
B-26320,223,62,7,Clothing,Shirt
B-26320,24,8,2,Clothing,Skirt
B-26320,434,26,11,Clothing,Shirt
B-26320,105,46,2,Clothing,Stole
B-26320,61,-50,4,Clothing,Hankerchief
B-26320,84,41,3,Clothing,T-shirt
B-26320,27,12,1,Clothing,Stole
B-26320,34,-6,4,Clothing,Leggings
B-26321,67,20,4,Clothing,T-shirt
B-26321,511,194,3,Furniture,Chairs
B-26321,106,0,2,Electronics,Phones
B-26321,134,-34,2,Furniture,Chairs
B-26321,18,3,2,Clothing,Hankerchief
B-26322,502,84,4,Electronics,Phones
B-26323,59,21,2,Clothing,Stole
B-26324,207,37,4,Clothing,Hankerchief
B-26324,45,0,2,Clothing,T-shirt
B-26324,34,-13,5,Clothing,Leggings
B-26325,424,-17,9,Furniture,Chairs
B-26326,138,11,5,Clothing,Stole
B-26326,259,47,5,Clothing,Hankerchief
B-26326,85,13,2,Clothing,Shirt
B-26326,106,12,3,Clothing,Trousers
B-26327,298,74,2,Furniture,Bookcases
B-26327,134,42,2,Furniture,Chairs
B-26327,1364,-1864,5,Furniture,Tables
B-26328,57,6,5,Clothing,Leggings
B-26329,174,-70,3,Electronics,Accessories
B-26329,33,1,2,Clothing,Shirt
B-26329,12,3,1,Clothing,Stole
B-26330,929,-93,9,Clothing,Saree
B-26331,724,253,2,Furniture,Bookcases
B-26332,74,23,8,Clothing,Skirt
B-26332,50,16,1,Clothing,Stole
B-26332,141,7,7,Clothing,Saree
B-26332,25,2,2,Clothing,Hankerchief
B-26332,21,-5,1,Electronics,Accessories
B-26332,24,-2,2,Clothing,T-shirt
B-26332,122,11,4,Clothing,Hankerchief
B-26332,59,10,4,Clothing,Leggings
B-26332,103,46,2,Clothing,Saree
B-26333,44,-40,3,Clothing,Stole
B-26333,976,293,4,Electronics,Accessories
B-26333,5729,64,14,Furniture,Chairs
B-26333,850,289,5,Electronics,Electronic Games
B-26334,155,56,3,Furniture,Furnishings
B-26334,333,50,2,Electronics,Phones
B-26334,13,-8,1,Clothing,T-shirt
B-26335,11,5,1,Clothing,Skirt
B-26336,117,-6,3,Electronics,Phones
B-26336,41,-6,1,Furniture,Chairs
B-26336,45,12,7,Clothing,Hankerchief
B-26337,28,1,1,Electronics,Accessories
B-26338,96,22,5,Clothing,Stole
B-26338,48,16,3,Clothing,Shirt
B-26338,120,1,1,Furniture,Chairs
B-26338,46,-14,1,Electronics,Phones
B-26338,24,2,4,Clothing,Hankerchief
B-26339,26,12,3,Clothing,Hankerchief
B-26339,168,18,6,Clothing,Stole
B-26339,1021,-48,4,Electronics,Electronic Games
B-26339,210,62,2,Electronics,Phones
B-26339,84,41,3,Clothing,T-shirt
B-26339,80,26,9,Clothing,Skirt
B-26340,45,6,3,Clothing,Shirt
B-26341,462,169,4,Clothing,Saree
B-26342,71,0,8,Clothing,Skirt
B-26343,259,-55,2,Furniture,Chairs
B-26344,97,17,2,Clothing,Stole
B-26345,108,26,4,Clothing,Shirt
B-26345,221,26,7,Furniture,Furnishings
B-26346,82,-39,5,Clothing,T-shirt
B-26347,312,-312,7,Furniture,Chairs
B-26348,94,20,2,Furniture,Furnishings
B-26348,9,-6,2,Clothing,Hankerchief
B-26348,156,21,3,Furniture,Chairs
B-26348,10,2,2,Clothing,Skirt
B-26348,46,-14,1,Electronics,Phones
B-26349,7,0,1,Clothing,Leggings
B-26350,610,208,3,Electronics,Printers
B-26351,23,2,2,Clothing,Skirt
B-26352,63,-24,6,Clothing,Kurti
B-26353,123,17,3,Furniture,Furnishings
B-26353,41,19,2,Clothing,T-shirt
B-26353,207,37,4,Clothing,Hankerchief
B-26353,510,234,6,Electronics,Electronic Games
B-26353,22,4,1,Clothing,Stole
B-26353,516,-392,8,Furniture,Chairs
B-26353,152,50,6,Clothing,Stole
B-26353,105,33,5,Clothing,Kurti
B-26353,79,33,4,Clothing,Stole
B-26354,45,-2,4,Clothing,Shirt
B-26354,231,99,2,Electronics,Electronic Games
B-26354,122,38,6,Clothing,T-shirt
B-26355,109,-6,6,Clothing,Saree
B-26355,245,91,2,Furniture,Bookcases
B-26355,433,26,3,Electronics,Printers
B-26355,27,6,3,Clothing,Skirt
B-26356,206,51,4,Clothing,Hankerchief
B-26357,53,-2,3,Clothing,Saree
B-26357,224,87,3,Clothing,Trousers
B-26357,231,-190,9,Clothing,Hankerchief
B-26357,11,-8,2,Clothing,Skirt
B-26357,61,30,2,Clothing,Hankerchief
B-26358,149,-87,4,Clothing,Saree
B-26359,148,52,5,Clothing,Stole
B-26359,193,33,5,Electronics,Accessories
B-26359,136,-33,5,Clothing,Saree
B-26359,85,2,6,Clothing,Stole
B-26359,51,21,3,Clothing,T-shirt
B-26360,101,18,9,Clothing,Skirt
B-26360,27,9,2,Clothing,Hankerchief
B-26360,484,28,3,Electronics,Printers
B-26360,30,-6,2,Clothing,Hankerchief
B-26360,1461,202,5,Furniture,Tables
B-26360,26,9,2,Clothing,Leggings
B-26361,669,74,5,Furniture,Bookcases
B-26362,96,48,5,Clothing,Leggings
B-26362,110,12,7,Clothing,Stole
B-26362,38,-13,3,Clothing,Stole
B-26362,109,40,1,Furniture,Furnishings
B-26363,663,-212,5,Electronics,Printers
B-26363,61,11,3,Clothing,Kurti
B-26364,32,8,5,Clothing,Hankerchief
B-26365,76,-72,9,Clothing,Hankerchief
B-26366,34,-22,4,Clothing,T-shirt
B-26366,29,3,2,Clothing,Stole
B-26366,12,-2,3,Clothing,Hankerchief
B-26366,27,12,1,Clothing,Stole
B-26366,140,56,4,Clothing,Shirt
B-26366,287,66,6,Clothing,Kurti
B-26367,29,-24,4,Clothing,Leggings
B-26368,228,63,3,Electronics,Electronic Games
B-26368,20,-2,1,Electronics,Accessories
B-26368,108,22,3,Electronics,Accessories
B-26368,119,1,1,Furniture,Chairs
B-26369,85,2,6,Clothing,Stole
B-26370,58,0,4,Clothing,Saree
B-26370,105,33,6,Clothing,Saree
B-26370,30,-5,2,Furniture,Furnishings
B-26370,80,-56,4,Electronics,Electronic Games
B-26370,30,-25,2,Clothing,T-shirt
B-26371,25,-1,4,Clothing,Kurti
B-26371,158,-63,4,Furniture,Chairs
B-26371,42,7,2,Clothing,Kurti
B-26371,24,11,5,Clothing,Hankerchief
B-26372,102,11,6,Clothing,T-shirt
B-26372,45,1,3,Clothing,T-shirt
B-26372,1030,206,8,Electronics,Printers
B-26372,193,33,5,Electronics,Accessories
B-26372,771,-424,2,Electronics,Phones
B-26372,79,36,4,Clothing,Shirt
B-26372,195,-117,5,Electronics,Phones
B-26372,148,54,2,Furniture,Chairs
B-26373,1314,342,3,Furniture,Bookcases
B-26373,21,-10,4,Clothing,Leggings
B-26373,9,-5,1,Clothing,Saree
B-26374,154,-85,3,Furniture,Chairs
B-26374,24,2,4,Clothing,Hankerchief
B-26374,1506,-266,6,Electronics,Printers
B-26374,40,13,3,Clothing,T-shirt
B-26375,55,18,2,Clothing,Kurti
B-26376,187,30,4,Electronics,Accessories
B-26377,35,-8,2,Furniture,Furnishings
B-26377,85,-1,3,Clothing,Saree
B-26377,95,5,2,Clothing,Stole
B-26378,154,39,3,Clothing,Hankerchief
B-26378,414,199,3,Electronics,Phones
B-26379,140,15,5,Clothing,Stole
B-26379,313,44,3,Electronics,Electronic Games
B-26379,44,-17,5,Clothing,Saree
B-26379,7,-3,2,Clothing,Hankerchief
B-26380,1027,441,8,Clothing,Saree
B-26381,1301,573,5,Electronics,Accessories
B-26382,465,-33,4,Electronics,Phones
B-26382,93,-65,4,Clothing,Stole
B-26382,34,-22,4,Clothing,T-shirt
B-26382,148,23,4,Clothing,Kurti
B-26382,62,6,6,Clothing,Skirt
B-26383,1355,-60,5,Clothing,Trousers
B-26384,662,240,2,Furniture,Bookcases
B-26384,255,74,5,Clothing,Hankerchief
B-26384,571,108,12,Clothing,Stole
B-26385,340,20,7,Clothing,Shirt
B-26386,30,-35,1,Furniture,Chairs
B-26386,97,29,2,Clothing,Hankerchief
B-26386,48,-22,2,Clothing,Saree
B-26386,341,160,7,Clothing,Stole
B-26387,92,5,6,Clothing,Hankerchief
B-26388,74,-51,3,Clothing,Stole
B-26389,104,2,2,Furniture,Furnishings
B-26390,50,3,2,Clothing,Stole
B-26390,503,-56,2,Clothing,Trousers
B-26390,25,10,1,Furniture,Furnishings
B-26390,132,-10,3,Clothing,Saree
B-26390,32,-8,2,Clothing,Stole
B-26390,382,92,2,Electronics,Printers
B-26391,40,-37,3,Clothing,Stole
B-26391,16,-12,2,Clothing,Stole
B-26391,39,14,5,Clothing,Leggings
B-26391,57,21,4,Clothing,Leggings
B-26392,27,4,3,Clothing,Skirt
B-26392,382,92,2,Electronics,Printers
B-26392,58,-52,3,Furniture,Chairs
B-26392,23,-5,7,Clothing,Hankerchief
B-26392,1218,420,8,Furniture,Bookcases
B-26392,1599,37,6,Electronics,Electronic Games
B-26393,149,15,3,Clothing,Saree
B-26394,132,54,5,Clothing,Stole
B-26394,32,1,2,Clothing,Stole
B-26394,87,36,5,Clothing,Stole
B-26394,130,61,3,Clothing,Shirt
B-26394,59,6,1,Electronics,Accessories
B-26394,446,53,3,Electronics,Printers
B-26394,223,4,3,Electronics,Phones
B-26395,126,-63,3,Electronics,Accessories
B-26396,512,-225,5,Clothing,Saree
B-26397,37,-5,3,Clothing,T-shirt
B-26397,42,12,5,Clothing,Hankerchief
B-26397,312,-312,7,Furniture,Chairs
B-26398,38,-6,2,Furniture,Furnishings
B-26398,143,-124,5,Clothing,Saree
B-26398,14,-2,3,Clothing,Hankerchief
B-26398,1103,-276,3,Furniture,Chairs
B-26398,22,-8,4,Clothing,Hankerchief
B-26398,84,-42,2,Electronics,Accessories
B-26398,1218,352,9,Furniture,Bookcases
B-26398,171,17,6,Clothing,T-shirt
B-26398,263,-63,2,Electronics,Electronic Games
B-26399,45,0,2,Clothing,T-shirt
B-26400,29,3,2,Clothing,Stole
B-26400,25,7,2,Clothing,Stole
B-26400,263,-63,2,Electronics,Electronic Games
B-26401,31,9,2,Clothing,Hankerchief
B-26401,1514,742,4,Electronics,Printers
B-26401,312,-312,7,Furniture,Chairs
B-26402,6,3,1,Clothing,Hankerchief
B-26402,333,-15,3,Electronics,Phones
B-26402,50,25,5,Clothing,Stole
B-26402,162,73,2,Electronics,Electronic Games
B-26402,71,-44,5,Electronics,Accessories
B-26402,406,97,7,Furniture,Chairs
B-26402,977,244,7,Electronics,Phones
B-26402,1361,197,9,Furniture,Bookcases
B-26403,227,102,8,Electronics,Accessories
B-26403,48,2,3,Clothing,Stole
B-26403,941,-203,3,Furniture,Tables
B-26403,17,7,3,Clothing,Hankerchief
B-26404,781,-594,6,Electronics,Printers
B-26405,68,-56,2,Electronics,Phones
B-26405,360,32,3,Clothing,Saree
B-26406,20,-9,6,Clothing,Hankerchief
B-26407,829,19,4,Electronics,Printers
B-26407,143,32,1,Furniture,Bookcases
B-26407,12,2,2,Clothing,Skirt
B-26407,12,0,2,Clothing,Hankerchief
B-26407,112,15,2,Furniture,Chairs
B-26407,104,2,2,Furniture,Furnishings
B-26407,338,41,7,Clothing,Hankerchief
B-26408,45,8,4,Clothing,Skirt
B-26409,81,-51,7,Clothing,Stole
B-26410,34,-6,4,Clothing,Leggings
B-26410,29,3,2,Clothing,Stole
B-26410,14,-1,4,Clothing,Kurti
B-26411,33,-12,5,Clothing,Hankerchief
B-26411,304,97,6,Clothing,Stole
B-26411,2847,712,8,Electronics,Printers
B-26411,2617,1151,4,Electronics,Phones
B-26412,105,33,5,Clothing,Kurti
B-26413,887,80,3,Electronics,Printers
B-26413,19,6,2,Clothing,Saree
B-26413,61,-25,4,Electronics,Accessories
B-26414,40,-37,3,Clothing,Stole
B-26414,29,9,3,Clothing,Saree
B-26414,43,-5,2,Clothing,Saree
B-26415,44,10,3,Clothing,Stole
B-26415,149,48,6,Clothing,Stole
B-26415,534,0,3,Clothing,Saree
B-26415,484,28,3,Electronics,Printers
B-26415,200,-60,4,Furniture,Bookcases
B-26415,16,6,3,Clothing,Hankerchief
B-26415,1218,352,9,Furniture,Bookcases
B-26415,18,4,1,Clothing,Saree
B-26416,767,-353,5,Clothing,Trousers
B-26417,38,-13,3,Clothing,Stole
B-26418,23,4,1,Clothing,Saree
B-26418,101,16,4,Clothing,T-shirt
B-26418,494,54,4,Furniture,Bookcases
B-26419,11,-8,2,Clothing,Skirt
B-26419,139,36,3,Clothing,Stole
B-26419,342,154,7,Furniture,Furnishings
B-26419,257,-252,4,Clothing,Saree
B-26419,216,50,4,Clothing,Stole
B-26419,191,51,5,Clothing,Shirt
B-26419,298,74,2,Furniture,Bookcases
B-26419,85,-1,3,Clothing,Saree
B-26420,82,27,3,Clothing,Kurti
B-26420,351,-94,5,Electronics,Electronic Games
B-26420,59,-46,7,Clothing,T-shirt
B-26420,1316,-527,7,Electronics,Electronic Games
B-26420,523,204,7,Clothing,Trousers
B-26420,77,36,2,Clothing,Shirt
B-26421,571,108,12,Clothing,Stole
B-26422,911,355,5,Electronics,Phones
B-26422,71,32,3,Clothing,Saree
B-26422,688,103,6,Electronics,Accessories
B-26422,24,-2,2,Clothing,T-shirt
B-26422,22,11,2,Clothing,Skirt
B-26423,76,-54,3,Electronics,Electronic Games
B-26423,87,-83,5,Clothing,Kurti
B-26423,9,-1,3,Clothing,Skirt
B-26424,115,0,1,Electronics,Accessories
B-26425,44,-3,1,Clothing,Saree
B-26425,18,8,2,Clothing,Hankerchief
B-26425,1316,-527,7,Electronics,Electronic Games
B-26425,128,4,3,Clothing,Saree
B-26425,148,52,5,Clothing,Stole
B-26426,73,-7,1,Electronics,Phones
B-26427,199,0,4,Clothing,Stole
B-26427,105,46,2,Clothing,Stole
B-26427,209,-63,4,Electronics,Electronic Games
B-26427,105,46,2,Clothing,Stole
B-26427,239,-162,5,Furniture,Chairs
B-26427,103,46,2,Clothing,Saree
B-26427,223,62,7,Clothing,Shirt
B-26428,34,13,2,Clothing,Saree
B-26429,3873,891,6,Electronics,Phones
B-26429,312,-312,7,Furniture,Chairs
B-26429,42,-23,2,Furniture,Furnishings
B-26429,148,-101,2,Furniture,Bookcases
B-26429,228,63,3,Electronics,Electronic Games
B-26429,21,-6,3,Clothing,Leggings
B-26429,26,-17,1,Clothing,Stole
B-26429,81,41,3,Clothing,Stole
B-26430,100,7,2,Clothing,T-shirt
B-26431,143,-124,5,Clothing,Saree
B-26432,23,-3,1,Clothing,Shirt
B-26433,671,114,9,Electronics,Phones
B-26434,465,207,9,Clothing,Saree
B-26435,307,74,3,Electronics,Accessories
B-26435,138,-3,5,Clothing,Saree
B-26435,34,-12,5,Clothing,Leggings
B-26435,382,92,2,Electronics,Printers
B-26435,188,13,7,Clothing,Shirt
B-26435,27,0,2,Clothing,Leggings
B-26436,136,-33,5,Clothing,Saree
B-26436,200,7,4,Electronics,Electronic Games
B-26436,52,11,5,Clothing,Leggings
B-26437,244,122,5,Furniture,Furnishings
B-26438,1120,199,6,Clothing,Saree
B-26438,1314,342,3,Furniture,Bookcases
B-26438,147,73,3,Clothing,Stole
B-26438,110,12,7,Clothing,Stole
B-26439,259,47,5,Clothing,Hankerchief
B-26439,155,26,3,Clothing,Stole
B-26440,511,194,3,Furniture,Chairs
B-26441,122,38,6,Clothing,T-shirt
B-26442,150,32,3,Clothing,Hankerchief
B-26442,4363,305,5,Furniture,Tables
B-26442,413,-314,9,Furniture,Chairs
B-26442,97,17,2,Clothing,Stole
B-26442,158,69,3,Clothing,Stole
B-26443,1275,357,2,Electronics,Phones
B-26443,148,52,5,Clothing,Stole
B-26443,196,-7,5,Electronics,Phones
B-26443,21,4,3,Clothing,Hankerchief
B-26444,122,-21,3,Furniture,Furnishings
B-26445,57,27,2,Clothing,Shirt
B-26446,48,6,1,Clothing,Saree
B-26447,134,-13,3,Electronics,Electronic Games
B-26448,185,48,4,Clothing,Stole
B-26449,47,-27,4,Clothing,Saree
B-26449,250,100,3,Clothing,Trousers
B-26449,448,148,2,Electronics,Printers
B-26449,197,20,4,Clothing,Kurti
B-26449,19,-15,3,Clothing,Hankerchief
B-26449,140,56,4,Clothing,Shirt
B-26449,767,-353,5,Clothing,Trousers
B-26449,117,14,3,Clothing,Shirt
B-26449,1052,-82,3,Furniture,Bookcases
B-26450,75,0,7,Clothing,Saree
B-26451,45,6,3,Clothing,Shirt
B-26452,724,-447,4,Electronics,Electronic Games
B-26453,158,-63,4,Furniture,Chairs
B-26453,571,108,12,Clothing,Stole
B-26454,121,41,4,Clothing,Stole
B-26454,216,-38,6,Furniture,Furnishings
B-26454,8,2,2,Clothing,Skirt
B-26454,379,63,2,Clothing,Saree
B-26454,102,0,3,Electronics,Phones
B-26454,444,-200,4,Electronics,Phones
B-26454,141,41,3,Clothing,Shirt
B-26454,498,-116,4,Clothing,Saree
B-26454,71,-44,5,Electronics,Accessories
B-26455,24,2,4,Clothing,Hankerchief
B-26456,1487,624,3,Clothing,Trousers
B-26456,1361,-980,3,Furniture,Tables
B-26457,527,26,3,Electronics,Electronic Games
B-26458,82,33,4,Clothing,Kurti
B-26458,47,-114,5,Furniture,Furnishings
B-26458,24,8,2,Clothing,Skirt
B-26459,49,21,1,Clothing,Stole
B-26459,30,-25,2,Clothing,T-shirt
B-26459,774,170,3,Electronics,Accessories
B-26459,44,-8,3,Clothing,Stole
B-26459,74,-25,3,Clothing,Stole
B-26460,35,14,2,Clothing,Stole
B-26460,44,7,3,Clothing,Kurti
B-26461,171,-140,2,Furniture,Bookcases
B-26461,10,-8,1,Clothing,Kurti
B-26461,1549,-439,4,Electronics,Phones
B-26461,9,-1,3,Clothing,Skirt
B-26462,75,28,9,Clothing,Hankerchief
B-26463,136,41,3,Electronics,Accessories
B-26464,75,2,5,Clothing,Leggings
B-26465,182,-11,3,Furniture,Bookcases
B-26465,202,4,4,Clothing,Hankerchief
B-26465,213,4,14,Clothing,Shirt
B-26466,832,0,3,Clothing,Trousers
B-26466,61,8,4,Clothing,Hankerchief
B-26466,170,19,5,Clothing,T-shirt
B-26466,1364,-1864,5,Furniture,Tables
B-26466,65,17,2,Clothing,T-shirt
B-26466,557,111,2,Electronics,Electronic Games
B-26467,16,-5,2,Clothing,Stole
B-26468,45,-2,4,Clothing,Shirt
B-26468,191,51,5,Clothing,Shirt
B-26468,141,41,3,Clothing,Shirt
B-26468,47,-20,2,Clothing,Kurti
B-26469,5729,64,14,Furniture,Chairs
B-26469,93,-65,4,Clothing,Stole
B-26469,17,6,1,Clothing,Stole
B-26469,25,7,2,Clothing,Stole
B-26469,37,17,3,Clothing,Hankerchief
B-26470,60,3,3,Clothing,Saree
B-26470,425,208,7,Clothing,Saree
B-26470,231,99,2,Electronics,Electronic Games
B-26470,155,5,3,Clothing,Stole
B-26470,21,-5,1,Electronics,Accessories
B-26470,188,-193,2,Electronics,Electronic Games
B-26471,571,108,12,Clothing,Stole
B-26472,80,22,3,Clothing,Stole
B-26473,9,-5,1,Clothing,Saree
B-26474,656,-36,2,Furniture,Bookcases
B-26474,30,14,3,Clothing,Hankerchief
B-26475,86,8,2,Clothing,Saree
B-26475,37,-5,3,Clothing,T-shirt
B-26475,105,33,5,Clothing,Kurti
B-26475,149,48,6,Clothing,Stole
B-26476,36,15,3,Clothing,Stole
B-26477,255,76,9,Clothing,Hankerchief
B-26477,274,-7,4,Electronics,Phones
B-26477,24,2,4,Clothing,Hankerchief
B-26477,149,15,3,Clothing,Saree
B-26478,565,66,7,Clothing,Saree
B-26478,26,10,4,Clothing,Hankerchief
B-26478,34,3,3,Clothing,Saree
B-26479,253,-11,1,Clothing,Trousers
B-26479,484,28,3,Electronics,Printers
B-26479,22,-2,3,Clothing,Hankerchief
B-26479,204,94,4,Clothing,Hankerchief
B-26480,146,19,5,Clothing,Stole
B-26481,152,50,6,Clothing,Stole
B-26482,90,29,5,Clothing,T-shirt
B-26483,228,63,3,Electronics,Electronic Games
B-26483,132,49,3,Clothing,Shirt
B-26483,460,143,3,Furniture,Chairs
B-26484,833,93,3,Clothing,Trousers
B-26485,336,123,3,Electronics,Phones
B-26486,44,14,3,Clothing,Hankerchief
B-26487,34,13,2,Clothing,Saree
B-26487,29,8,5,Clothing,Hankerchief
B-26487,37,3,3,Clothing,Hankerchief
B-26487,74,9,3,Clothing,Shirt
B-26487,27,-20,2,Clothing,Hankerchief
B-26487,202,4,4,Clothing,Hankerchief
B-26487,633,-633,11,Electronics,Accessories
B-26487,829,19,4,Electronics,Printers
B-26488,61,30,2,Clothing,Hankerchief
B-26488,29,10,4,Clothing,Hankerchief
B-26489,93,-65,4,Clothing,Stole
B-26490,211,19,8,Clothing,Stole
B-26491,23,4,2,Clothing,Skirt
B-26492,217,72,2,Furniture,Furnishings
B-26493,366,84,3,Furniture,Bookcases
B-26493,490,88,2,Electronics,Accessories
B-26493,248,8,2,Clothing,Saree
B-26493,89,-89,2,Furniture,Furnishings
B-26494,1355,-60,5,Clothing,Trousers
B-26495,382,68,3,Clothing,Saree
B-26495,60,-10,2,Furniture,Furnishings
B-26495,61,18,2,Electronics,Accessories
B-26495,2292,127,7,Furniture,Bookcases
B-26495,70,24,3,Clothing,Stole
B-26496,1622,248,3,Electronics,Phones
B-26497,744,119,6,Electronics,Printers
B-26498,102,13,2,Clothing,Stole
B-26499,169,38,3,Clothing,Saree
B-26499,81,19,7,Clothing,Hankerchief
B-26499,197,20,4,Clothing,Kurti
B-26499,105,46,2,Clothing,Stole
B-26499,13,-13,2,Clothing,Skirt
B-26499,149,-87,4,Clothing,Saree
B-26499,188,13,7,Clothing,Shirt
B-26499,31,9,2,Clothing,Hankerchief
B-26500,40,-12,3,Clothing,Shirt
B-26501,47,1,2,Clothing,Stole
B-26501,24,2,4,Clothing,Hankerchief
B-26501,1069,0,6,Clothing,Saree
B-26502,92,42,2,Clothing,Stole
B-26503,28,14,4,Clothing,Hankerchief
B-26504,53,2,4,Clothing,Hankerchief
B-26505,107,37,3,Clothing,Shirt
B-26505,59,30,3,Clothing,Leggings
B-26505,332,-43,6,Electronics,Phones
B-26505,1745,122,2,Furniture,Tables
B-26506,54,8,4,Clothing,T-shirt
B-26507,50,15,4,Clothing,Leggings
B-26508,147,73,3,Clothing,Stole
B-26509,148,25,3,Clothing,Saree
B-26509,93,-1,2,Clothing,Hankerchief
B-26509,321,26,3,Electronics,Printers
B-26509,450,-90,3,Electronics,Printers
B-26509,216,-135,3,Furniture,Chairs
B-26509,102,0,3,Electronics,Phones
B-26509,327,-39,1,Electronics,Phones
B-26509,476,0,3,Furniture,Chairs
B-26509,561,212,3,Clothing,Saree
B-26510,245,-78,3,Clothing,Saree
B-26511,25,-2,5,Clothing,Hankerchief
B-26511,27,5,1,Clothing,Stole
B-26511,444,-200,4,Electronics,Phones
B-26511,485,29,4,Electronics,Electronic Games
B-26511,429,17,3,Furniture,Chairs
B-26511,327,114,4,Clothing,Trousers
B-26511,119,-24,4,Furniture,Furnishings
B-26512,19,-2,2,Clothing,Leggings
B-26512,188,13,7,Clothing,Shirt
B-26512,16,2,1,Clothing,Saree
B-26512,341,44,7,Furniture,Furnishings
B-26512,89,6,5,Clothing,Saree
B-26513,244,122,5,Furniture,Furnishings
B-26513,200,13,5,Electronics,Phones
B-26513,246,61,2,Furniture,Bookcases
B-26513,86,22,2,Clothing,Saree
B-26514,40,17,2,Clothing,Stole
B-26514,681,259,4,Furniture,Chairs
B-26515,1364,-1864,5,Furniture,Tables
B-26515,81,-44,3,Clothing,Stole
B-26515,285,128,2,Electronics,Printers
B-26515,351,-47,8,Electronics,Phones
B-26516,89,6,5,Clothing,Saree
B-26517,113,24,4,Clothing,Hankerchief
B-26517,135,54,5,Clothing,Kurti
B-26517,1629,-153,3,Electronics,Phones
B-26517,17,-11,3,Clothing,Skirt
B-26517,97,36,7,Clothing,Hankerchief
B-26518,261,13,6,Clothing,Shirt
B-26519,109,40,1,Furniture,Furnishings
B-26519,595,292,3,Clothing,Saree
B-26519,154,-85,3,Furniture,Chairs
B-26519,110,12,7,Clothing,Stole
B-26519,154,54,3,Clothing,Hankerchief
B-26520,47,1,2,Clothing,Stole
B-26521,217,72,2,Furniture,Furnishings
B-26521,63,1,4,Clothing,T-shirt
B-26521,62,-56,5,Clothing,Kurti
B-26521,68,-62,2,Clothing,Trousers
B-26521,80,22,3,Clothing,Stole
B-26521,148,9,1,Electronics,Electronic Games
B-26521,202,4,4,Clothing,Hankerchief
B-26521,220,-19,2,Clothing,Saree
B-26521,154,26,4,Electronics,Accessories
B-26522,61,8,4,Clothing,Hankerchief
B-26522,90,27,2,Clothing,T-shirt
B-26522,1709,564,3,Clothing,Trousers
B-26522,75,28,9,Clothing,Hankerchief
B-26522,101,16,4,Clothing,T-shirt
B-26522,40,-33,5,Clothing,Hankerchief
B-26522,89,29,2,Clothing,Stole
B-26523,27,6,3,Clothing,Skirt
B-26524,106,0,2,Electronics,Phones
B-26524,8,-2,3,Clothing,Hankerchief
B-26524,11,-8,2,Clothing,Skirt
B-26525,23,4,2,Clothing,Skirt
B-26526,78,28,6,Clothing,Kurti
B-26526,55,-39,4,Clothing,Stole
B-26526,122,59,7,Furniture,Furnishings
B-26527,28,10,3,Clothing,Skirt
B-26527,31,10,1,Clothing,Kurti
B-26527,47,-21,2,Electronics,Electronic Games
B-26528,128,47,4,Clothing,Hankerchief
B-26528,250,100,3,Clothing,Trousers
B-26528,101,11,2,Clothing,Hankerchief
B-26529,49,3,1,Clothing,Shirt
B-26530,109,40,1,Furniture,Furnishings
B-26531,560,44,3,Clothing,Saree
B-26531,146,19,5,Clothing,Stole
B-26531,149,-40,2,Electronics,Phones
B-26531,19,8,2,Clothing,Hankerchief
B-26531,1622,95,5,Electronics,Printers
B-26531,255,74,5,Clothing,Hankerchief
B-26531,42,-23,2,Furniture,Furnishings
B-26531,15,-7,1,Clothing,Hankerchief
B-26532,93,-65,4,Clothing,Stole
B-26532,1250,486,7,Clothing,Saree
B-26532,24,-21,7,Clothing,Skirt
B-26532,315,-8,3,Furniture,Chairs
B-26532,330,81,1,Furniture,Bookcases
B-26532,29,-18,7,Clothing,Skirt
B-26533,120,1,1,Furniture,Chairs
B-26534,112,24,3,Clothing,Kurti
B-26534,52,18,5,Clothing,Leggings
B-26534,24,11,5,Clothing,Hankerchief
B-26535,27,-6,4,Clothing,Hankerchief
B-26535,13,-13,2,Clothing,Skirt
B-26535,48,11,2,Clothing,Shirt
B-26535,595,292,3,Clothing,Saree
B-26535,734,248,2,Furniture,Chairs
B-26536,82,13,2,Clothing,Shirt
B-26537,35,-8,2,Furniture,Furnishings
B-26537,835,267,5,Electronics,Phones
B-26537,253,-63,2,Clothing,Saree
B-26537,110,-68,4,Clothing,Saree
B-26537,170,19,5,Clothing,T-shirt
B-26538,243,-14,2,Furniture,Chairs
B-26538,43,17,1,Clothing,Saree
B-26538,38,-6,2,Furniture,Furnishings
B-26538,223,27,2,Furniture,Bookcases
